"사용일자","호선명","역명","승차총승객수","하차총승객수","등록일자"
"20250220","분당선","강남구청","11232","12721","20250223"
"20250220","7호선","강남구청","18775","20920","20250223"
"20250220","5호선","강동","21004","20195","20250223"
"20250220","8호선","강동구청","12171","12557","20250223"
"20250220","경의선","강매","3515","2961","20250223"
"20250220","2호선","강변(동서울터미널)","29280","26595","20250223"
"20250220","5호선","강일","6519","6281","20250223"
"20250220","경춘선","강촌","375","378","20250223"
"20250220","5호선","개롱","7446","7628","20250223"
"20250220","경인선","개봉","22627","22719","20250223"
"20250220","분당선","개포동","4761","4890","20250223"
"20250220","9호선","개화","2909","1878","20250223"
"20250220","5호선","개화산","6463","6166","20250223"
"20250220","5호선","거여","11051","10845","20250223"
"20250220","2호선","건대입구","37094","38958","20250223"
"20250220","7호선","건대입구","14231","14780","20250223"
"20250220","공항철도 1호선","검암","6897","6843","20250223"
"20250220","경강선","경기광주","8310","7997","20250223"
"20250220","과천선","경마공원","1344","1350","20250223"
"20250220","3호선","경복궁(정부서울청사)","25693","25327","20250223"
"20250220","3호선","경찰병원","8547","8644","20250223"
"20250220","공항철도 1호선","계양","14567","13905","20250223"
"20250220","5호선","고덕","11453","11026","20250223"
"20250220","6호선","고려대(종암)","9093","8613","20250223"
"20250220","수인선","고색","6207","5711","20250223"
"20250220","3호선","고속터미널","50115","46906","20250223"
"20250220","7호선","고속터미널","18543","15637","20250223"
"20250220","9호선","고속터미널","15951","21534","20250223"
"20250220","안산선","고잔","9352","9019","20250223"
"20250220","경의선","곡산","639","671","20250223"
"20250220","경강선","곤지암","2281","2217","20250223"
"20250220","6호선","공덕","21515","20762","20250223"
"20250220","5호선","공덕","16730","17662","20250223"
"20250220","공항철도 1호선","공덕","3187","4351","20250223"
"20250220","경의선","공덕","4432","3546","20250223"
"20250220","7호선","공릉(서울과학기술대)","14202","13760","20250223"
"20250220","9호선","공항시장","3257","3586","20250223"
"20250220","공항철도 1호선","공항화물청사","2151","2248","20250223"
"20250220","과천선","과천","7174","6733","20250223"
"20250220","경부선","관악","7279","7189","20250223"
"20250220","신림선","관악산(서울대)","2720","2554","20250223"
"20250220","5호선","광나루(장신대)","12755","12205","20250223"
"20250220","경부선","광명","4035","3363","20250223"
"20250220","7호선","광명사거리","22691","22669","20250223"
"20250220","경원선","광운대","8083","7745","20250223"
"20250220","5호선","광화문(세종문화회관)","38501","40168","20250223"
"20250220","6호선","광흥창(서강)","10676","10305","20250223"
"20250220","2호선","교대(법원.검찰청)","36307","44263","20250223"
"20250220","3호선","교대(법원.검찰청)","20402","11370","20250223"
"20250220","경부선","구로","18335","18509","20250223"
"20250220","2호선","구로디지털단지","64853","64280","20250223"
"20250220","분당선","구룡","3588","3579","20250223"
"20250220","중앙선","구리","8580","8968","20250223"
"20250220","9호선","구반포","1967","1876","20250223"
"20250220","6호선","구산","8990","7077","20250223"
"20250220","분당선","구성","7517","7516","20250223"
"20250220","2호선","구의(광진구청)","27583","27209","20250223"
"20250220","경인선","구일","6363","6528","20250223"
"20250220","3호선","구파발","23392","22298","20250223"
"20250220","중앙선","국수","679","678","20250223"
"20250220","9호선","국회의사당","20902","21314","20250223"
"20250220","5호선","군자(능동)","12792","13857","20250223"
"20250220","7호선","군자(능동)","16454","13256","20250223"
"20250220","경부선","군포","7558","7542","20250223"
"20250220","경춘선","굴봉산","111","122","20250223"
"20250220","5호선","굽은다리(강동구민회관앞)","11000","10536","20250223"
"20250220","경춘선","금곡","1516","1429","20250223"
"20250220","경의선","금릉","5214","5005","20250223"
"20250220","경부선","금정","29737","30033","20250223"
"20250220","경부선","금천구청","11600","11938","20250223"
"20250220","경의선","금촌","6332","6106","20250223"
"20250220","3호선","금호","8859","8318","20250223"
"20250220","분당선","기흥","11165","10172","20250223"
"20250220","5호선","길동","9455","9854","20250223"
"20250220","4호선","길음","23385","23219","20250223"
"20250220","경춘선","김유정","404","373","20250223"
"20250220","공항철도 1호선","김포공항","9920","6058","20250223"
"20250220","5호선","김포공항","13299","8139","20250223"
"20250220","9호선","김포공항","6426","10357","20250223"
"20250220","서해선","김포공항","3173","4259","20250223"
"20250220","5호선","까치산","30019","29125","20250223"
"20250220","2호선","낙성대(강감찬)","29881","28962","20250223"
"20250220","7호선","남구로","17006","17876","20250223"
"20250220","수인선","남동인더스파크","2575","2836","20250223"
"20250220","3호선","남부터미널(예술의전당)","36977","37498","20250223"
"20250220","7호선","남성","12038","11535","20250223"
"20250220","경부선","남영","9712","10102","20250223"
"20250220","8호선","남위례","8282","8192","20250223"
"20250220","경춘선","남춘천","2573","2680","20250223"
"20250220","4호선","남태령","1447","1319","20250223"
"20250220","8호선","남한산성입구(성남법원.검찰청)","13705","12479","20250223"
"20250220","7호선","내방","16630","16977","20250223"
"20250220","9호선","노들","5165","4400","20250223"
"20250220","9호선","노량진","28079","27696","20250223"
"20250220","경부선","노량진","8441","8562","20250223"
"20250220","4호선","노원","22027","24715","20250223"
"20250220","7호선","노원","22371","23130","20250223"
"20250220","3호선","녹번","16576","15300","20250223"
"20250220","6호선","녹사평(용산구청)","5016","5040","20250223"
"20250220","경원선","녹양","4507","4297","20250223"
"20250220","경원선","녹천","4647","3872","20250223"
"20250220","7호선","논현","21347","22267","20250223"
"20250220","경의선","능곡","4884","4657","20250223"
"20250220","8호선","단대오거리","12975","12432","20250223"
"20250220","수인선","달월","91","65","20250223"
"20250220","5호선","답십리","17763","16028","20250223"
"20250220","4호선","당고개","10076","8650","20250223"
"20250220","신림선","당곡","5538","5307","20250223"
"20250220","2호선","당산","20500","23430","20250223"
"20250220","9호선","당산","21436","21014","20250223"
"20250220","경부선","당정","6247","6072","20250223"
"20250220","일산선","대곡","9363","8185","20250223"
"20250220","과천선","대공원","2343","2484","20250223"
"20250220","2호선","대림(구로구청)","25802","26190","20250223"
"20250220","7호선","대림(구로구청)","9028","9123","20250223"
"20250220","분당선","대모산입구","6529","6238","20250223"
"20250220","신림선","대방","3296","2788","20250223"
"20250220","경부선","대방","11341","12550","20250223"
"20250220","경춘선","대성리","473","509","20250223"
"20250220","안산선","대야미","5142","4599","20250223"
"20250220","3호선","대청","11964","11233","20250223"
"20250220","3호선","대치","14737","14450","20250223"
"20250220","일산선","대화","13186","10746","20250223"
"20250220","6호선","대흥(서강대앞)","9780","10340","20250223"
"20250220","경원선","덕계","6353","5877","20250223"
"20250220","중앙선","덕소","5623","5682","20250223"
"20250220","경원선","덕정","6085","5831","20250223"
"20250220","3호선","도곡","6787","6907","20250223"
"20250220","분당선","도곡","8093","8319","20250223"
"20250220","중앙선","도농","10243","9667","20250223"
"20250220","2호선","도림천","1431","1553","20250223"
"20250220","경원선","도봉","6081","5853","20250223"
"20250220","경원선","도봉산","7327","4660","20250223"
"20250220","7호선","도봉산","8943","10209","20250223"
"20250220","중앙선","도심","2633","2096","20250223"
"20250220","경인선","도원","2812","2789","20250223"
"20250220","경인선","도화","4251","3958","20250223"
"20250220","3호선","독립문","7919","8217","20250223"
"20250220","6호선","독바위","2954","3065","20250223"
"20250220","경부선","독산","18862","19444","20250223"
"20250220","6호선","돌곶이","10972","10272","20250223"
"20250220","1호선","동대문","11884","11508","20250223"
"20250220","4호선","동대문","20551","21288","20250223"
"20250220","4호선","동대문역사문화공원(DDP)","20190","18198","20250223"
"20250220","5호선","동대문역사문화공원(DDP)","3782","4176","20250223"
"20250220","2호선","동대문역사문화공원(DDP)","15165","17033","20250223"
"20250220","3호선","동대입구","10444","12657","20250223"
"20250220","경원선","동두천","1678","1622","20250223"
"20250220","경원선","동두천중앙","3123","3100","20250223"
"20250220","6호선","동묘앞","8876","8938","20250223"
"20250220","1호선","동묘앞","8866","9147","20250223"
"20250220","경인선","동암","15542","15735","20250223"
"20250220","경인선","동인천","13413","12710","20250223"
"20250220","4호선","동작(현충원)","1535","1630","20250223"
"20250220","9호선","동작(현충원)","1882","1635","20250223"
"20250220","경부선","두정","6944","6914","20250223"
"20250220","5호선","둔촌동","13014","12952","20250223"
"20250220","9호선2~3단계","둔촌오륜","4111","4063","20250223"
"20250220","9호선","등촌","14152","13529","20250223"
"20250220","경의선","디지털미디어시티","2833","2728","20250223"
"20250220","공항철도 1호선","디지털미디어시티","17105","15694","20250223"
"20250220","6호선","디지털미디어시티","16272","17996","20250223"
"20250220","2호선","뚝섬","27736","29393","20250223"
"20250220","5호선","마곡","15226","15421","20250223"
"20250220","9호선","마곡나루(서울식물원)","16288","15782","20250223"
"20250220","공항철도 1호선","마곡나루(서울식물원)","13759","13003","20250223"
"20250220","일산선","마두","8953","8957","20250223"
"20250220","7호선","마들","14612","14027","20250223"
"20250220","경춘선","마석","3729","3647","20250223"
"20250220","5호선","마장","6330","5890","20250223"
"20250220","5호선","마천","7979","7210","20250223"
"20250220","5호선","마포","16999","17539","20250223"
"20250220","6호선","마포구청","16174","14977","20250223"
"20250220","중앙선","망우","8081","7752","20250223"
"20250220","6호선","망원","16862","18016","20250223"
"20250220","경원선","망월사","7748","7890","20250223"
"20250220","분당선","망포","16811","16224","20250223"
"20250220","분당선","매교","5471","5422","20250223"
"20250220","3호선","매봉","14837","14094","20250223"
"20250220","분당선","매탄권선","5788","5641","20250223"
"20250220","7호선","먹골","10999","10988","20250223"
"20250220","7호선","면목","15959","15300","20250223"
"20250220","4호선","명동","33475","35150","20250223"
"20250220","5호선","명일","8956","8956","20250223"
"20250220","경부선","명학","9075","8885","20250223"
"20250220","분당선","모란","20700","21048","20250223"
"20250220","8호선","모란","5064","3799","20250223"
"20250220","5호선","목동","18205","19787","20250223"
"20250220","8호선","몽촌토성(평화의문)","8389","8513","20250223"
"20250220","3호선","무악재","4756","4621","20250223"
"20250220","2호선","문래","26739","27202","20250223"
"20250220","경의선","문산","5450","5303","20250223"
"20250220","8호선","문정","27014","28152","20250223"
"20250220","분당선","미금","16595","16986","20250223"
"20250220","5호선","미사","19735","19950","20250223"
"20250220","4호선","미아(서울사이버대학)","16384","15914","20250223"
"20250220","4호선","미아사거리","28029","27838","20250223"
"20250220","안산선","반월","4486","4387","20250223"
"20250220","7호선","반포","7081","6751","20250223"
"20250220","5호선","발산","26315","26705","20250223"
"20250220","2호선","방배","18234","18934","20250223"
"20250220","5호선","방이","8179","8594","20250223"
"20250220","경원선","방학","10344","10039","20250223"
"20250220","5호선","방화","7464","7132","20250223"
"20250220","장항선","배방","1397","1327","20250223"
"20250220","경의선","백마","7776","7635","20250223"
"20250220","일산선","백석","10955","11129","20250223"
"20250220","경춘선","백양리","292","234","20250223"
"20250220","경인선","백운","7448","7251","20250223"
"20250220","6호선","버티고개","2344","2414","20250223"
"20250220","과천선","범계","30643","30377","20250223"
"20250220","경춘선","별내","2506","2159","20250223"
"20250220","경부선","병점","15058","14921","20250223"
"20250220","신림선","보라매","4825","4323","20250223"
"20250220","7호선","보라매","7463","7859","20250223"
"20250220","신림선","보라매공원","2461","2745","20250223"
"20250220","신림선","보라매병원","9618","10050","20250223"
"20250220","우이신설선","보문","1768","1803","20250223"
"20250220","6호선","보문","8657","8001","20250223"
"20250220","경원선","보산","1358","1263","20250223"
"20250220","분당선","보정","2765","2510","20250223"
"20250220","분당선","복정","6","0","20250223"
"20250220","8호선","복정","10631","9015","20250223"
"20250220","장항선","봉명","1476","1553","20250223"
"20250220","9호선2~3단계","봉은사","28313","29801","20250223"
"20250220","2호선","봉천","26740","25549","20250223"
"20250220","6호선","봉화산(서울의료원)","9537","8812","20250223"
"20250220","경인선","부개","8864","8234","20250223"
"20250220","경강선","부발","2623","2462","20250223"
"20250220","경인선","부천","32444","32309","20250223"
"20250220","서해선","부천종합운동장","3155","2699","20250223"
"20250220","경인선","부평","29703","31233","20250223"
"20250220","우이신설선","북한산보국문","6365","6169","20250223"
"20250220","우이신설선","북한산우이","2598","2429","20250223"
"20250220","3호선","불광","17712","18829","20250223"
"20250220","6호선","불광","5043","4680","20250223"
"20250220","7호선","사가정","17109","17427","20250223"
"20250220","4호선","사당","28055","24822","20250223"
"20250220","2호선","사당","46807","50598","20250223"
"20250220","경춘선","사릉","2149","2125","20250223"
"20250220","수인선","사리","5107","4518","20250223"
"20250220","9호선","사평","4518","4431","20250223"
"20250220","안산선","산본","17259","18329","20250223"
"20250220","8호선","산성","6654","6827","20250223"
"20250220","6호선","삼각지","7867","7213","20250223"
"20250220","4호선","삼각지","7283","8043","20250223"
"20250220","경강선","삼동","2670","2500","20250223"
"20250220","2호선","삼성(무역센터)","68250","68489","20250223"
"20250220","9호선2~3단계","삼성중앙","9522","10000","20250223"
"20250220","일산선","삼송","20628","19844","20250223"
"20250220","우이신설선","삼양","2484","2561","20250223"
"20250220","우이신설선","삼양사거리","2787","2808","20250223"
"20250220","9호선2~3단계","삼전","9271","8902","20250223"
"20250220","분당선","상갈","5742","5466","20250223"
"20250220","4호선","상계","20954","19857","20250223"
"20250220","7호선","상도","12974","12723","20250223"
"20250220","안산선","상록수","16057","16280","20250223"
"20250220","중앙선","상봉","6046","5943","20250223"
"20250220","7호선","상봉","19105","18363","20250223"
"20250220","6호선","상수","10075","11092","20250223"
"20250220","2호선","상왕십리","15699","15657","20250223"
"20250220","6호선","상월곡(한국과학기술연구원)","7379","6844","20250223"
"20250220","5호선","상일동","16259","15583","20250223"
"20250220","경춘선","상천","168","174","20250223"
"20250220","6호선","새절(신사)","13563","12681","20250223"
"20250220","신림선","샛강","3468","4002","20250223"
"20250220","9호선","샛강","7778","7881","20250223"
"20250220","경의선","서강대","2206","2194","20250223"
"20250220","5호선","서대문","23413","23743","20250223"
"20250220","경부선","서동탄","1542","1252","20250223"
"20250220","경원선","서빙고","2128","2005","20250223"
"20250220","신림선","서울대벤처타운","10443","9876","20250223"
"20250220","2호선","서울대입구(관악구청)","49856","48043","20250223"
"20250220","분당선","서울숲","12969","13227","20250223"
"20250220","4호선","서울역","14280","25613","20250223"
"20250220","공항철도 1호선","서울역","13653","12441","20250223"
"20250220","경부선","서울역","10384","4013","20250223"
"20250220","경의선","서울역","3884","5152","20250223"
"20250220","1호선","서울역","76790","71322","20250223"
"20250220","신림선","서울지방병무청","3487","3901","20250223"
"20250220","신림선","서원","3947","3535","20250223"
"20250220","경부선","서정리","8063","7436","20250223"
"20250220","2호선","서초","25362","24717","20250223"
"20250220","분당선","서현","25790","26096","20250223"
"20250220","경원선","석계","7468","8583","20250223"
"20250220","6호선","석계","13304","13409","20250223"
"20250220","경부선","석수","8625","8039","20250223"
"20250220","8호선","석촌","9954","11180","20250223"
"20250220","9호선2~3단계","석촌","10621","9572","20250223"
"20250220","9호선2~3단계","석촌고분","8274","8156","20250223"
"20250220","분당선","선릉","15183","22749","20250223"
"20250220","2호선","선릉","69006","60342","20250223"
"20250220","과천선","선바위","8062","7135","20250223"
"20250220","9호선","선유도","10491","9692","20250223"
"20250220","9호선2~3단계","선정릉","12094","13042","20250223"
"20250220","분당선","선정릉","8928","9297","20250223"
"20250220","경부선","성균관대","15905","15554","20250223"
"20250220","경강선","성남","1308","1121","20250223"
"20250220","2호선","성수","52701","56295","20250223"
"20250220","4호선","성신여대입구(돈암)","22920","22139","20250223"
"20250220","우이신설선","성신여대입구(돈암)","3886","4184","20250223"
"20250220","경부선","성환","3475","3392","20250223"
"20250220","경부선","세류","3528","3290","20250223"
"20250220","경부선","세마","3333","3117","20250223"
"20250220","경강선","세종대왕릉","299","291","20250223"
"20250220","수인선","소래포구","4741","4414","20250223"
"20250220","경인선","소사","7707","6941","20250223"
"20250220","경원선","소요산","1424","1467","20250223"
"20250220","우이신설선","솔밭공원","2774","2672","20250223"
"20250220","우이신설선","솔샘","6465","6154","20250223"
"20250220","경인선","송내","27622","27431","20250223"
"20250220","수인선","송도","2514","2227","20250223"
"20250220","5호선","송정","6848","6510","20250223"
"20250220","경부선","송탄","4069","3977","20250223"
"20250220","8호선","송파","10700","10616","20250223"
"20250220","9호선2~3단계","송파나루","6437","6976","20250223"
"20250220","분당선","수내","15497","15573","20250223"
"20250220","7호선","수락산","13095","13128","20250223"
"20250220","안산선","수리산","4242","3429","20250223"
"20250220","경의선","수색","3666","3642","20250223"
"20250220","3호선","수서","20678","20458","20250223"
"20250220","분당선","수서","19215","20085","20250223"
"20250220","분당선","수원","8182","7510","20250223"
"20250220","경부선","수원","36740","38583","20250223"
"20250220","분당선","수원시청","14898","15962","20250223"
"20250220","4호선","수유(강북구청)","36018","36550","20250223"
"20250220","8호선","수진","5834","5495","20250223"
"20250220","4호선","숙대입구(갈월)","15681","15406","20250223"
"20250220","7호선","숭실대입구(살피재)","12810","12950","20250223"
"20250220","수인선","숭의","4244","3984","20250223"
"20250220","2호선","시청","31266","29931","20250223"
"20250220","1호선","시청","29404","29510","20250223"
"20250220","분당선","신갈","5234","5169","20250223"
"20250220","5호선","신금호","6755","7227","20250223"
"20250220","5호선","신길","5467","5935","20250223"
"20250220","경부선","신길","9265","8332","20250223"
"20250220","안산선","신길온천","2132","1944","20250223"
"20250220","경춘선","신내","3133","2903","20250223"
"20250220","9호선","신논현","36991","36719","20250223"
"20250220","2호선","신답","1771","2071","20250223"
"20250220","2호선","신당","16267","17025","20250223"
"20250220","6호선","신당","9124","9326","20250223"
"20250220","2호선","신대방","26603","25869","20250223"
"20250220","7호선","신대방삼거리","16112","15669","20250223"
"20250220","2호선","신도림","55529","53249","20250223"
"20250220","경부선","신도림","4111","4233","20250223"
"20250220","경강선","신둔도예촌","1507","1397","20250223"
"20250220","신림선","신림","2502","2894","20250223"
"20250220","2호선","신림","59327","58194","20250223"
"20250220","9호선","신목동","5099","4569","20250223"
"20250220","9호선","신반포","4590","4487","20250223"
"20250220","9호선","신방화","7558","7368","20250223"
"20250220","3호선","신사","31091","32457","20250223"
"20250220","우이신설선","신설동","2616","2427","20250223"
"20250220","2호선","신설동","4046","4009","20250223"
"20250220","1호선","신설동","15251","14855","20250223"
"20250220","4호선","신용산","22803","24316","20250223"
"20250220","중앙선","신원","249","260","20250223"
"20250220","경원선","신이문","8571","8096","20250223"
"20250220","5호선","신정(은행정)","14575","12192","20250223"
"20250220","2호선","신정네거리","11320","11660","20250223"
"20250220","장항선","신창(순천향대)","1706","1727","20250223"
"20250220","2호선","신촌","40101","39455","20250223"
"20250220","경의선","신촌","1011","1334","20250223"
"20250220","수인선","신포","1859","1876","20250223"
"20250220","7호선","신풍","12668","12013","20250223"
"20250220","8호선","신흥","5767","6052","20250223"
"20250220","4호선","쌍문","31455","29509","20250223"
"20250220","장항선","쌍용(나사렛대)","2304","2234","20250223"
"20250220","장항선","아산","4146","3652","20250223"
"20250220","중앙선","아신","501","483","20250223"
"20250220","5호선","아차산(어린이대공원후문)","15134","15050","20250223"
"20250220","2호선","아현","11263","10714","20250223"
"20250220","3호선","안국","31661","32082","20250223"
"20250220","안산선","안산","11942","10673","20250223"
"20250220","6호선","안암(고대병원앞)","12151","13513","20250223"
"20250220","경부선","안양","22398","22174","20250223"
"20250220","8호선","암사","18427","16924","20250223"
"20250220","8호선","암사역사공원","6639","5910","20250223"
"20250220","3호선","압구정","33931","37060","20250223"
"20250220","분당선","압구정로데오","20560","22332","20250223"
"20250220","5호선","애오개","7415","7400","20250223"
"20250220","경의선","야당","8297","8359","20250223"
"20250220","수인선","야목","513","414","20250223"
"20250220","분당선","야탑","28357","29998","20250223"
"20250220","6호선","약수","4147","4017","20250223"
"20250220","3호선","약수","13970","13252","20250223"
"20250220","중앙선","양수","1783","1770","20250223"
"20250220","중앙선","양원","3211","3140","20250223"
"20250220","3호선","양재(서초구청)","43558","46124","20250223"
"20250220","중앙선","양정","537","432","20250223"
"20250220","경원선","양주","7423","7004","20250223"
"20250220","2호선","양천구청","7501","8039","20250223"
"20250220","9호선","양천향교","11602","12043","20250223"
"20250220","5호선","양평","9217","8900","20250223"
"20250220","중앙선","양평","3029","3082","20250223"
"20250220","7호선","어린이대공원(세종대)","14228","14235","20250223"
"20250220","수인선","어천","1514","1460","20250223"
"20250220","9호선2~3단계","언주","13857","14053","20250223"
"20250220","5호선","여의나루","11569","14089","20250223"
"20250220","9호선","여의도","36315","34995","20250223"
"20250220","5호선","여의도","34815","36165","20250223"
"20250220","경강선","여주","3114","2998","20250223"
"20250220","경인선","역곡","27706","27782","20250223"
"20250220","2호선","역삼","61744","69784","20250223"
"20250220","6호선","역촌","4029","4868","20250223"
"20250220","수인선","연수","4712","4662","20250223"
"20250220","3호선","연신내","37971","36570","20250223"
"20250220","6호선","연신내","1","0","20250223"
"20250220","경원선","연천","875","847","20250223"
"20250220","9호선","염창","19642","18621","20250223"
"20250220","경부선","영등포","42233","41685","20250223"
"20250220","5호선","영등포구청","5620","5508","20250223"
"20250220","2호선","영등포구청","25767","26573","20250223"
"20250220","5호선","영등포시장","13731","13826","20250223"
"20250220","공항철도 1호선","영종","4435","4366","20250223"
"20250220","분당선","영통","9379","9597","20250223"
"20250220","5호선","오금","4188","4129","20250223"
"20250220","3호선","오금","7321","6611","20250223"
"20250220","경인선","오류동","11810","11360","20250223"
"20250220","분당선","오리","12273","10496","20250223"
"20250220","5호선","오목교(목동운동장앞)","24314","25554","20250223"
"20250220","수인선","오목천","4081","3666","20250223"
"20250220","중앙선","오빈","283","290","20250223"
"20250220","경부선","오산","9881","9912","20250223"
"20250220","경부선","오산대","3699","3362","20250223"
"20250220","안산선","오이도","7766","7705","20250223"
"20250220","경원선","옥수","51","27","20250223"
"20250220","3호선","옥수","9640","9891","20250223"
"20250220","7호선","온수(성공회대입구)","10669","9838","20250223"
"20250220","경인선","온수(성공회대입구)","6323","6085","20250223"
"20250220","장항선","온양온천","4717","4787","20250223"
"20250220","5호선","올림픽공원(한국체대)","4716","4043","20250223"
"20250220","9호선2~3단계","올림픽공원(한국체대)","6671","6604","20250223"
"20250220","5호선","왕십리(성동구청)","5177","5716","20250223"
"20250220","경원선","왕십리(성동구청)","17057","16879","20250223"
"20250220","2호선","왕십리(성동구청)","16955","15469","20250223"
"20250220","경원선","외대앞","9030","8752","20250223"
"20250220","2호선","용답","3039","3036","20250223"
"20250220","2호선","용두(동대문구청)","2832","2863","20250223"
"20250220","7호선","용마산(용마폭포공원)","6378","6261","20250223"
"20250220","중앙선","용문","2807","2917","20250223"
"20250220","경부선","용산","42073","42605","20250223"
"20250220","5호선","우장산","16035","16177","20250223"
"20250220","중앙선","운길산","542","485","20250223"
"20250220","공항철도 1호선","운서","9917","10265","20250223"
"20250220","경의선","운정","7040","6458","20250223"
"20250220","경의선","운천","5","4","20250223"
"20250220","일산선","원당","12164","11778","20250223"
"20250220","중앙선","원덕","303","292","20250223"
"20250220","수인선","원인재","4534","4501","20250223"
"20250220","서해선","원종","5094","5228","20250223"
"20250220","일산선","원흥","12015","11486","20250223"
"20250220","경원선","월계","6533","6076","20250223"
"20250220","6호선","월곡(동덕여대)","12478","12510","20250223"
"20250220","수인선","월곶","3246","2972","20250223"
"20250220","6호선","월드컵경기장(성산)","3785","3849","20250223"
"20250220","경의선","월롱","2103","1776","20250223"
"20250220","3호선","을지로3가","13541","13672","20250223"
"20250220","2호선","을지로3가","28300","28116","20250223"
"20250220","5호선","을지로4가","7378","7322","20250223"
"20250220","2호선","을지로4가","16057","16132","20250223"
"20250220","2호선","을지로입구","54675","57368","20250223"
"20250220","경원선","응봉","1876","1580","20250223"
"20250220","6호선","응암","18980","18798","20250223"
"20250220","경부선","의왕","9722","9625","20250223"
"20250220","경원선","의정부","19585","19611","20250223"
"20250220","2호선","이대","16637","18682","20250223"
"20250220","분당선","이매","5829","5684","20250223"
"20250220","경강선","이매","1093","956","20250223"
"20250220","7호선","이수","18385","17763","20250223"
"20250220","경강선","이천","2883","3087","20250223"
"20250220","경원선","이촌(국립중앙박물관)","4215","3426","20250223"
"20250220","4호선","이촌(국립중앙박물관)","10357","11137","20250223"
"20250220","6호선","이태원","10256","11063","20250223"
"20250220","과천선","인덕원","28654","28707","20250223"
"20250220","수인선","인천","1035","1712","20250223"
"20250220","경인선","인천","3556","2711","20250223"
"20250220","공항철도 1호선","인천공항1터미널","15889","13871","20250223"
"20250220","공항철도 1호선","인천공항2터미널","8210","6308","20250223"
"20250220","수인선","인천논현","5612","5930","20250223"
"20250220","수인선","인하대","6530","6038","20250223"
"20250220","경의선","일산","11191","11197","20250223"
"20250220","3호선","일원","12197","11966","20250223"
"20250220","경의선","임진강","4","4","20250223"
"20250220","7호선","자양(뚝섬한강공원)","8043","7970","20250223"
"20250220","2호선","잠실(송파구청)","86182","84979","20250223"
"20250220","8호선","잠실(송파구청)","20544","23520","20250223"
"20250220","2호선","잠실나루","16910","16260","20250223"
"20250220","2호선","잠실새내","26081","25163","20250223"
"20250220","3호선","잠원","5652","5368","20250223"
"20250220","7호선","장승배기","10414","10027","20250223"
"20250220","7호선","장암","2846","1216","20250223"
"20250220","8호선","장지","19563","18118","20250223"
"20250220","5호선","장한평","22075","21900","20250223"
"20250220","경원선","전곡","1062","999","20250223"
"20250220","우이신설선","정릉","5009","4707","20250223"
"20250220","일산선","정발산","7750","7613","20250223"
"20250220","과천선","정부과천청사","14644","15874","20250223"
"20250220","안산선","정왕","8580","8928","20250223"
"20250220","분당선","정자","21474","22322","20250223"
"20250220","1호선","제기동","17641","17972","20250223"
"20250220","경인선","제물포","10574","10183","20250223"
"20250220","1호선","종각","45931","44755","20250223"
"20250220","1호선","종로3가","27925","25533","20250223"
"20250220","5호선","종로3가","16792","16037","20250223"
"20250220","3호선","종로3가","12426","13636","20250223"
"20250220","1호선","종로5가","26018","25337","20250223"
"20250220","9호선2~3단계","종합운동장","5807","5718","20250223"
"20250220","2호선","종합운동장","8195","9388","20250223"
"20250220","경인선","주안","18650","16742","20250223"
"20250220","일산선","주엽","10376","10388","20250223"
"20250220","분당선","죽전","14476","16126","20250223"
"20250220","7호선","중계","15224","14300","20250223"
"20250220","7호선","중곡","12097","11390","20250223"
"20250220","경인선","중동","9570","9003","20250223"
"20250220","중앙선","중랑","5684","5471","20250223"
"20250220","안산선","중앙","19121","20058","20250223"
"20250220","9호선2~3단계","중앙보훈병원","14945","13003","20250223"
"20250220","7호선","중화","11355","11225","20250223"
"20250220","9호선","증미","9331","9157","20250223"
"20250220","6호선","증산(명지대앞)","9995","9995","20250223"
"20250220","3호선","지축","8285","8307","20250223"
"20250220","일산선","지축","3","0","20250223"
"20250220","중앙선","지평","51","44","20250223"
"20250220","경원선","지행","6229","6273","20250223"
"20250220","경부선","직산","1066","1042","20250223"
"20250220","경부선","진위","1552","1417","20250223"
"20250220","4호선","창동","28969","30818","20250223"
"20250220","경원선","창동","4","0","20250223"
"20250220","6호선","창신","3763","3092","20250223"
"20250220","경춘선","천마산","1497","1408","20250223"
"20250220","경부선","천안","6003","6003","20250223"
"20250220","7호선","천왕","12855","12305","20250223"
"20250220","5호선","천호(풍납토성)","20787","20445","20250223"
"20250220","8호선","천호(풍납토성)","18873","21122","20250223"
"20250220","7호선","철산","23077","23667","20250223"
"20250220","5호선","청구","4184","4031","20250223"
"20250220","6호선","청구","4336","4231","20250223"
"20250220","7호선","청담","21100","22992","20250223"
"20250220","공항철도 1호선","청라국제도시","8343","7881","20250223"
"20250220","1호선","청량리(서울시립대입구)","23640","22964","20250223"
"20250220","경원선","청량리(서울시립대입구)","17268","17783","20250223"
"20250220","분당선","청명","5029","4789","20250223"
"20250220","경원선","청산","147","111","20250223"
"20250220","경춘선","청평","1725","1637","20250223"
"20250220","경강선","초월","3909","3697","20250223"
"20250220","안산선","초지","5393","5358","20250223"
"20250220","4호선","총신대입구(이수)","20942","22625","20250223"
"20250220","경춘선","춘천","1246","1075","20250223"
"20250220","4호선","충무로","35202","34840","20250223"
"20250220","3호선","충무로","3","0","20250223"
"20250220","2호선","충정로(경기대입구)","11340","12033","20250223"
"20250220","5호선","충정로(경기대입구)","5790","6046","20250223"
